,title,author,paragraphs,sentence,prompt
191,韦给事山居,王维,幽寻得此地，讵有一人曾。大壑随阶转，群山入户登。庖厨出深竹，印绶隔垂藤。即事辞轩冕，谁云病未能。,大壑随阶转，群山入户登。,"Create an ancient Chinese-style painting with a serene landscape. The picture should depict a winding path leading to a grand staircase. The staircase is positioned in the center of the image, surrounded by lush greenery and colorful flowers. The mountains in the distance should be majestic, with their peaks disappearing into the clouds. The color palette should consist of soft, muted tones, with hints of vibrant colors in the flowers. The background should be a tranquil scene, with a clear blue sky and a gentle breeze rustling the leaves. Ensure that there are no texts or watermarks in the generated image."
192,山居即事,王维,寂寞掩柴扉，苍茫对落晖。鹤巢松树遍，人访荜门稀。绿竹含新粉，红莲落故衣。渡头烟火起，处处采菱归。,寂寞掩柴扉，苍茫对落晖。,"Create a serene image with an ancient Chinese style. The picture should depict a lonely scene with a closed wooden door in the foreground. The door should be painted in a deep, rich brown color. The door is slightly ajar, revealing a glimpse of the outside world. The background should showcase a vast expanse of rolling hills and a setting sun, casting a warm golden light across the landscape. The hills should be covered in lush greenery, with a few ancient trees scattered around. The sky should be painted in shades of orange and pink, reflecting the fading light of the sun. Ensure that there are no visible texts or watermarks in the generated image."
193,终南山,王维,太乙近天都，连山接海隅。白云回望合，青霭入看无。分野中峰变，阴晴众壑殊。欲投人处宿，隔水问樵夫。,白云回望合，青霭入看无。,"Generate an image with no text or watermark. The picture should depict a serene scene inspired by ancient Chinese style. In the center, there are two white clouds, one slightly higher than the other, gently merging together. The clouds are pure white, with a hint of silver, and have a soft, fluffy texture. On the lower part of the image, a layer of light blue mist is slowly entering the scene, creating a sense of tranquility. The mist is transparent and ethereal, blending seamlessly with the clouds. The background should be a traditional Chinese landscape, featuring rolling hills, a calm river, and a small pavilion nestled among lush greenery. The colors of the landscape should be muted, with shades of green, brown, and gray, evoking a sense of nostalgia. The overall atmosphere should be peaceful and timeless, capturing the emotions of the poem."
194,辋川闲居,王维,一从归白社，不复到青门。时倚檐前树，远看原上村。青菰临水拔，白鸟向山翻。寂寞于陵子，桔槔方灌园。,时倚檐前树，远看原上村。,"Create an image with a serene atmosphere. In the foreground, there is a person leaning against a tree with green leaves, symbolizing tranquility. The person is dressed in traditional Chinese clothing, indicating an ancient setting. The tree is positioned on the left side of the image. In the distance, there is a village on a plain, surrounded by mountains. The village is depicted with traditional Chinese architecture, featuring red roofs and white walls. The mountains are painted in shades of blue and gray, representing a sense of distance. The background should have a soft, pastel-colored sky, with hints of pink and orange, indicating a peaceful sunset. Ensure that there are no watermarks or text in the image."
195,春园即事,王维,宿雨乘轻屐，春寒著弊袍。开畦分白水，间柳发红桃。草际成棋局，林端举桔槔。还持鹿皮几，日暮隐蓬蒿。,宿雨乘轻屐，春寒著弊袍。,"Create a serene image with a Chinese aesthetic. The picture should depict a pair of light-colored, delicate shoes positioned in the foreground. The shoes should be placed on a stone pathway, surrounded by lush green grass and blooming cherry blossom trees. The background should showcase a tranquil scene with a traditional Chinese pavilion, nestled beside a serene lake. The pavilion should be adorned with intricate carvings and have a curved, tiled roof. The overall color scheme should consist of soft pastel hues, with a touch of vibrant pink from the cherry blossoms. Ensure that there are no watermarks or text in the generated image."
196,淇上田园即事,王维,屏居淇水上，东野旷无山。日隐桑柘外，河明闾井间。牧童望村去，猎犬随人还。静者亦何事，荆扉乘昼关。,屏居淇水上，东野旷无山。,"Create a serene image with an ancient Chinese style. The picture should depict a tranquil scene by the Qi River. In the foreground, there is a delicate, crimson-colored peony blossom, positioned on the right side of the image. On the left side, a graceful willow tree with emerald green leaves gently sways in the breeze. The background should showcase a misty, mountainous landscape, painted in soft shades of blue and gray. The scene should evoke a sense of tranquility and solitude. Ensure that there are no texts or watermarks in the generated image."
197,凉州郊外游望,王维,野老才三户，边村少四邻。婆娑依里社，箫鼓赛田神。洒酒浇刍狗，焚香拜木人。女巫纷屡舞，罗袜自生尘。,女巫纷屡舞，罗袜自生尘。,"Create an image with a serene background of ancient Chinese style. In the foreground, depict a group of enchanting witches dancing gracefully. They wear flowing robes in vibrant colors like crimson, emerald, and sapphire. Their movements are captivating, and their long, silk stockings create a mesmerizing trail of dust as they twirl. The scene should evoke a sense of mystery and enchantment, with the witches surrounded by ancient trees and a tranquil pond reflecting the moonlight. Ensure that the generated image does not contain any text or watermarks."
198,观猎,王维,风劲角弓鸣，将军猎渭城。草枯鹰眼疾，雪尽马蹄轻。忽过新丰市，还归细柳营。回看射雕处，千里暮云平。,风劲角弓鸣，将军猎渭城。,"Create an image with a vibrant atmosphere. In the center, place a majestic general on horseback, dressed in ancient Chinese armor, holding a bow. The general's armor should be a shining golden color, and the bow should be made of dark wood with intricate carvings. Surrounding the general, have a group of soldiers on horseback, dressed in red and black armor, with their bows raised in the air.

In the background, depict the ancient city of Wei, with its towering walls and traditional Chinese architecture. The city should be painted in shades of gray and white, giving it a weathered and ancient look. The scene should be set during sunset, with the sky painted in warm hues of orange and purple, casting a soft glow over the entire image.

Ensure that there are no texts or watermarks in the generated image."
199,春日上方即事,王维,好读高僧传，时看辟谷方。鸠形将刻仗，龟壳用支床。柳色青山映，梨花夕鸟藏。北窗桃李下，闲坐但焚香。,柳色青山映，梨花夕鸟藏。,"Create an image with a serene scene of ancient China. In the foreground, there is a graceful willow tree with vibrant green leaves, positioned on the left side of the picture. On the right side, delicate white pear blossoms bloom, attracting colorful birds that are perched on the branches. The birds are depicted in various shades, such as red, blue, and yellow, adding a lively touch to the image. 

The background should be a picturesque landscape with rolling green hills, reflecting the beauty of nature. The hills should be adorned with ancient Chinese-style buildings, pagodas, and pavilions, showcasing the rich cultural heritage of the era. The color palette should consist of soft, muted tones, reminiscent of traditional Chinese ink paintings. 

Ensure that the generated image does not contain any text or watermarks, allowing the viewer to fully immerse themselves in the tranquil ambiance of the ancient Chinese scene."
200,汉江临泛,王维,楚塞三湘接，荆门九派通。江流天地外，山色有无中。郡邑浮前浦，波澜动远空。襄阳好风日，留醉与山翁。,江流天地外，山色有无中。,"Create a serene image with a Chinese aesthetic. The picture should depict a flowing river surrounded by mountains. The river should be a shimmering shade of blue, winding its way through the center of the image. The mountains should be a mix of soft greens and grays, creating a sense of depth and tranquility. The scene should be set during sunset, with warm hues of orange and pink painting the sky. The background should be a vast expanse of open space, giving a sense of infinite possibilities. Ensure that there are no texts or watermarks in the generated image."
201,泛前陂,王维,秋空自明迥，况复远人间。畅以沙际鹤，兼之云外山。澄波澹将夕，清月皓方闲。此夜任孤棹，夷犹殊未还。,秋空自明迥，况复远人间。,"Generate an image with no text or watermark. The image should depict a serene autumn scene in ancient Chinese style. In the foreground, there is a solitary tree with golden leaves, positioned slightly off-center. The tree stands tall against a backdrop of rolling hills, painted in shades of muted green and brown. The sky above is a clear, deep blue, with wisps of white clouds scattered across it. The image should evoke a sense of tranquility and distance, capturing the emotions described in the poem."
202,登河北城楼作,王维,井邑傅岩上，客亭云雾间。高城眺落日，极浦映苍山。岸火孤舟宿，渔家夕鸟还。寂寥天地暮，心与广川闲。,高城眺落日，极浦映苍山。,"Create a serene image with an ancient Chinese style. The picture should depict a high city wall with a sunset in the background. The wall should be colored in a deep shade of brown, with intricate carvings and decorations. The sunset should be vibrant, with hues of orange, pink, and purple spreading across the sky. The city wall should be positioned in the foreground, with the sunset visible through the gaps in the wall. The background should showcase a majestic mountain range, colored in shades of blue and green, reflecting in a calm and peaceful river. Ensure that there are no texts or watermarks in the generated image."
203,千塔主人,王维,逆旅逢佳节，征帆未可前。窗临汴河水，门渡楚人船。鸡犬散墟落，桑榆荫远田。所居人不见，枕席生云烟。,窗临汴河水，门渡楚人船。,"Create a serene image with an ancient Chinese style. The picture should depict a window overlooking the tranquil waters of the Bian River, with a boat carrying people from the Chu region passing through the gate. The window frame should be wooden, painted in a deep mahogany color. The river should be depicted in shades of blue, reflecting the clear sky above. The boat should be painted in vibrant colors, with a red sail and a green hull. The gate should be made of stone, adorned with intricate carvings, and positioned at the edge of the river. The background should showcase a picturesque scene of lush mountains, with misty clouds floating above. Ensure that there are no texts or watermarks in the generated image."
204,使至塞上,王维,单车欲问边，属国过居延。征蓬出汉塞，归雁入胡天。大漠孤烟直，长河落日圆。萧关逢候吏，都护在燕然。,大漠孤烟直，长河落日圆。,"Generate an image with no text or watermark. The picture should depict a vast desert with a solitary figure standing in the distance. The figure should be dressed in traditional ancient Chinese attire, with flowing robes of deep blue. The position of the figure should be slightly off-center, towards the left side of the image. The desert should be portrayed in warm tones of golden sand, stretching out as far as the eye can see. In the background, a majestic river should be visible, with the setting sun casting a warm, orange glow upon its waters. The river should curve gracefully, reflecting the colors of the sky. The scene should evoke a sense of solitude and tranquility, capturing the emotions described in the poem."
205,晚春归思,王维,新妆可怜色，落日卷罗帷。炉气清珍簟，墙阴上玉墀。春虫飞网户，暮雀隐花枝。向晚多愁思，闲窗桃李时。,新妆可怜色，落日卷罗帷。,"Create a serene image with an ancient Chinese aesthetic. The picture should depict a delicate, sorrowful atmosphere. In the center, place a young woman wearing a beautiful, pitifully colored dress. She stands near a window, gazing out at the setting sun. The window is adorned with intricate wooden carvings, showcasing the elegance of ancient Chinese architecture. The background should feature a tranquil garden with blooming cherry blossom trees, symbolizing the fleeting nature of beauty. The color palette should consist of soft pastel hues, with a focus on shades of pink, purple, and gold. Ensure that there are no text or watermarks in the generated image."
206,戏题示萧氏甥,王维,怜尔解临池，渠爷未学诗。老夫何足似，弊宅倘因之。芦笋穿荷叶，菱花罥雁儿。郗公不易胜，莫著外家欺。,芦笋穿荷叶，菱花罥雁儿。,"Generate an image with a serene background of a traditional Chinese garden. The foreground should depict a cluster of green asparagus shoots piercing through vibrant green lotus leaves. In the middle ground, there should be delicate white water chestnut flowers, attracting a flock of graceful geese. The geese should be positioned in flight, with their wings spread wide. The color palette should consist of soft pastel shades, with hints of pink, purple, and blue in the flowers. The background should be a tranquil scene with a meandering stream, a small bridge, and traditional Chinese pavilions. Ensure that there are no text or watermarks in the generated image."
207,秋夜独坐,王维,独坐悲双鬓，空堂欲二更。雨中山果落，灯下草虫鸣。白发终难变，黄金不可成。欲知除老病，唯有学无生。,雨中山果落，灯下草虫鸣。,"Create a serene image with an ancient Chinese style. The picture should depict a scene of rain falling on a mountain. In the foreground, there are colorful fruits scattered on the ground, representing the ""山果"" (mountain fruits) mentioned in the poem. The fruits should be vibrant and varied in color, such as red, orange, and yellow. In the middle ground, there is a small grassy area illuminated by a traditional Chinese lantern, where insects are chirping. The insects should be depicted in various shades of green and brown, symbolizing the ""草虫"" (grass insects) mentioned in the poem. The background should showcase misty mountains and a flowing river, painted in soft shades of blue and gray. The overall atmosphere should evoke a sense of tranquility and nostalgia. Ensure that there are no text or watermarks in the generated image."
208,待储光羲不至,王维,重门朝已启，起坐听车声。要欲闻清佩，方将出户迎。晚钟鸣上苑，疏雨过春城。了自不相顾，临堂空复情。,晚钟鸣上苑，疏雨过春城。,"Create an image with a serene atmosphere. In the center, place a majestic ancient temple with golden rooftops and red pillars. Surrounding the temple, there are lush green gardens with blooming cherry blossom trees. In the foreground, position a stone bridge over a tranquil pond, reflecting the temple and cherry blossoms. The sky should be painted in soft shades of pink and orange, indicating the setting sun. Ensure that there are no texts or watermarks in the image."
209,听宫莺,王维,春树绕宫墙，宫莺啭曙光。忽惊啼暂断，移处弄还长。隐叶栖承露，攀花出未央。游人未应返，为此始思乡。,春树绕宫墙，宫莺啭曙光。,"Create an image with a vibrant scene of an ancient Chinese palace. The foreground should feature a majestic cherry blossom tree, blooming with pink flowers, positioned to the left of the image. On a branch of the tree, a colorful palace bird is perched, singing joyfully. The background should depict the ancient palace walls, adorned with intricate carvings and painted in shades of gold and red. The scene should be set during sunrise, with soft rays of light illuminating the surroundings. Ensure that there are no text or watermarks in the generated image."
210,杂诗,王维,双燕初命子，五桃新作花。王昌是东舍，宋玉次西家。小小能织绮，时时出浣纱。亲劳使君问，南陌驻香车。,双燕初命子，五桃新作花。,"Create a stunning image with no text or watermark. The picture should depict two swallows (one on the left and one on the right) in flight. The swallows should be painted in vibrant colors, with their wings spread wide. In the center of the image, there should be five peach blossoms in full bloom, radiating delicate pink hues. The background should be a serene landscape, featuring a tranquil river flowing through a traditional Chinese garden. The garden should be adorned with ancient-style buildings, pagodas, and lush greenery. The color palette for the background should consist of soft shades of green, blue, and gray, evoking a sense of tranquility and harmony."
211,留别钱起,王维,卑栖却得性，每与白云归。徇禄仍怀橘，看山免采薇。暮禽先去马，新月待开扉。霄汉时回首，知音青琐闱。,暮禽先去马，新月待开扉,"Create an image with a serene background in ancient Chinese style. The foreground should depict a majestic white horse standing on the left side of the picture, symbolizing freedom and strength. On the right side, a graceful bird in vibrant colors, representing tranquility and grace, is seen taking flight. The bird should have a combination of red, blue, and green feathers. 

The background should be a picturesque scene with rolling hills, lush greenery, and a flowing river. The hills should be painted in shades of emerald green, while the river should have a gentle blue hue. The sky should be a soft shade of pink, indicating the approaching twilight. 

Ensure that there are no texts or watermarks in the generated image."
212,留别丘为,王维,归鞍白云外，缭绕出前山。今日又明日，自知心不闲。亲劳簪组送，欲趁莺花还。一步一回首，迟迟向近关。,归鞍白云外，缭绕出前山。,"Create an image with a serene and ancient Chinese style. In the center of the picture, position a white horse with a saddle, standing amidst a sea of white clouds. The horse should be facing towards the left side of the image. Surrounding the horse, there should be a majestic mountain range, with peaks covered in lush greenery. The mountains should be slightly blurred to give a sense of depth. The background should be a tranquil scene, with a clear blue sky and a gentle breeze rustling the leaves of nearby trees. The overall color palette should consist of soft pastel tones, with hints of green, blue, and white. Ensure that there are no text or watermarks in the generated image."
213,愚公谷三首,王维,愚谷与谁去，唯将黎子同。非须一处住，不那两心空。宁问春将夏，谁论西复东。不知吾与子，若个是愚公。吾家愚谷里，此谷本来平。虽则行无迹，还能回应声。不随云色暗，只待日光明。缘底名愚谷，都由愚所成。借问愚公谷，与君聊一寻。不寻翻到谷，此谷不离心。行处曾无险，看时岂有深。寄言尘世客，何处欲归临。,不随云色暗，只待日光明。,"Create an image with a serene and ancient Chinese style. In the center, place a delicate cherry blossom tree with pink blossoms. Surrounding the tree, position a small stone bridge over a tranquil pond filled with golden koi fish. On the left side of the image, include a traditional Chinese pavilion with a curved roof, adorned with intricate red and gold patterns. On the right side, place a graceful willow tree with long, sweeping branches. The background should be a peaceful landscape with rolling hills, distant mountains, and a calm river flowing through the scene. The color palette should consist of soft pastel hues, with shades of pink, green, and blue dominating the image. Ensure that there are no text or watermarks in this generated image."
214,酬慕容十一,王维,行行西陌返，驻幰问车公。挟毂双官骑，应门五尺僮。老年如塞北，强起离墙东。为报壶丘子，来人道姓蒙。,行行西陌返，驻幰问车公。,"Create a serene image with an ancient Chinese style. The picture should depict a pathway with cherry blossom trees on both sides. The trees are in full bloom, with delicate pink flowers. In the middle of the pathway, there is a stone bridge over a small stream, reflecting the vibrant colors of the surroundings. On the bridge, there is a traditional Chinese pavilion with a curved roof, adorned with intricate carvings. The pavilion is painted in a deep red color, symbolizing prosperity and good fortune. In the distance, there is a majestic mountain range, covered in mist, representing tranquility and mystery. The background should have a soft, pastel color palette, with shades of pink, green, and blue, creating a dreamlike atmosphere. Ensure that there are no texts or watermarks in the generated image."
215,过始皇墓,王维,古墓成苍岭，幽宫象紫台。星辰七曜隔，河汉九泉开。有海人宁渡，无春雁不回。更闻松韵切，疑是大夫哀。,古墓成苍岭，幽宫象紫台。,"Create an image with a serene background of ancient Chinese style. The foreground should depict a majestic, ancient tomb in shades of gray and green, positioned on a rugged mountain range. In the middle ground, there should be a tranquil palace in shades of purple, resembling a celestial platform. The background should be a picturesque scene with rolling hills, lush trees, and a calm river, all in soft hues of blue and green. Ensure that the generated image does not contain any text or watermarks."
216,恭懿太子挽歌五首,王维,何悟藏环早，才知拜璧年。翀天王子去，对日圣君怜。树转宫犹出，笳悲马不前。虽蒙绝驰道，京兆别开阡。兰殿新恩切，椒宫夕临幽。白云随凤管，明月在龙楼。人向青山哭，天临渭水愁。鸡鸣常问膳，今恨玉京留。骑吹凌霜发，旌旗夹路陈。凯容金节护，册命玉符新。傅母悲香褓，君家拥画轮。射熊今梦帝，秤象问何人。苍舒留帝宠，子晋有仙才。五岁过人智，三天使鹤催。心悲阳禄馆，目断望思台。若道长安近，何为更不来。西望昆池阔，东瞻下杜平。山朝豫章馆，树转凤凰城。五校连旗色，千门叠鼓声。金环如有验，还向画堂生。,树转宫犹出，笳悲马不前。,"Create a serene image with a Chinese poem. Picture a landscape with a majestic, ancient-style palace in the background, adorned with vibrant red and gold colors. In the foreground, a lush green tree stands tall, its branches gracefully swaying in the wind. A sorrowful musician plays a flute, while a noble horse stands still, refusing to move forward. The scene should be set against a backdrop of a tranquil river flowing gently, reflecting the beauty of the surroundings. Ensure that there are no text or watermarks in the generated image."
217,故太子太师徐公挽歌四首,王维,功德冠群英，弥纶有大名。轩皇用风后，傅说是星精。就第优遗老，来朝诏不名。留侯常辟谷，何苦不长生。谋猷为相国，翊戴奉宸舆。剑履升前殿，貂蝉托后车。齐侯疏土宇，汉室赖图书。僻处留田宅，仍才十顷余。旧里趋庭日，新年置酒辰。闻诗鸾渚客，献赋凤楼人。北首辞明主，东堂哭大臣。犹思御朱辂，不惜污车茵。久践中台座，终登上将坛。谁言断车骑，空忆盛衣冠。风日咸阳惨，笳箫渭水寒。无人当便阙，应罢太师官。,北首辞明主，东堂哭大臣。,"Create an image with a serene background of ancient Chinese style. The foreground should depict a person standing at the north, bidding farewell to a wise ruler. The person should be dressed in traditional attire, with a black robe and a white hat. The person's face should express a sense of sadness and longing. In the east, there should be a grand hall where a minister is seen weeping. The minister should be wearing a blue robe and holding a scroll in his hand. The background should be painted in soft hues of green and blue, depicting a tranquil landscape with mountains and a flowing river. Ensure that there are no texts or watermarks in the image."
218,故西河郡杜太守挽歌三首,王维,天上去西征，云中护北平。生擒白马将，连破黑雕城。忽见刍灵苦，徒闻竹使荣。空留左氏传，谁继卜商名。返葬金符守，同归石窌妻。卷衣悲画翟，持翣待鸣鸡。容卫都人惨，山川驷马嘶。犹闻陇上客，相对哭征西。涂刍去国门，秘器出东园。太守留金印，夫人罢锦轩。旌旗转衰木，箫鼓上寒原。坟树应西靡，长思魏阙恩。,旌旗转衰木，箫鼓上寒原。,"Create an image with a serene background of ancient Chinese style. In the foreground, position a weathered wooden flagpole with tattered banners, symbolizing fading glory. Place a melancholic musician playing a xiao (a Chinese flute) accompanied by a drummer on a barren plain. The flagpole should be painted in faded shades of red and gold, while the banners should be in tattered yellow and green. The musician should wear a blue robe, and the drummer should be dressed in a purple garment. The background should depict misty mountains and a tranquil river, with a traditional Chinese pavilion nestled among the trees. Ensure that there is no text or watermark in the generated image."
219,故南阳夫人樊氏挽歌,王维,锦衣余翟茀，绣毂罢鱼轩。淑女诗长在，夫人法尚存。凝笳随晓旆，行哭向秋原。归去将何见，谁能返戟门。,凝笳随晓旆，行哭向秋原。,"Create a serene image with a Chinese ancient style. The main objects in the picture are a white flute and a red flag. The white flute should be positioned on the left side of the image, while the red flag should be on the right side. The background should be a peaceful autumn scene with golden leaves falling from ancient trees. The color palette should consist of warm earth tones, with hints of red, yellow, and orange. Ensure that there are no texts or watermarks in the generated image."
220,达奚侍郎夫人寇氏挽词二首,王维,束带将朝日，鸣环映牖辰。能令谏明主，相劝识贤人。遗挂空留壁，回文日覆尘。金蚕将画柳，何处更知春。女史悲彤管，夫人罢锦轩。卜茔占二室，行哭度千门。秋日光能淡，寒川波自翻。一朝成万古，松柏暗平原。,金蚕将画柳，何处更知春。,"Create a serene image with an ancient Chinese style. The picture should depict a golden silkworm painting willow branches. The silkworm should be positioned in the center of the image, with its vibrant golden color shining brightly. The willow branches should gracefully extend from the top left corner to the bottom right corner, their delicate green leaves swaying gently in the breeze. The background should be a tranquil scene, with a clear blue sky and distant mountains painted in soft shades of gray. The overall atmosphere should evoke a sense of spring, with a feeling of tranquility and beauty. Ensure that there are no texts or watermarks in the generated image."
221,《送孙秀才,王维,帝城风日好，况复建平家。玉枕双文簟，金盘五色瓜。山中无鲁酒，松下饭胡麻。莫厌田家苦，归期远复赊。,帝城风日好，况复建平家。,"Create an image with a serene atmosphere. In the center, place a majestic ancient Chinese palace, colored in vibrant red and adorned with golden accents. Surrounding the palace, position lush green gardens with blooming cherry blossom trees. In the foreground, add a tranquil pond reflecting the palace's beauty. The sky should be a clear blue, with a few fluffy white clouds. Ensure that there are no texts or watermarks in the image."
222,奉和圣制庆玄元皇帝玉像之作应制,王维,明君梦帝先，宝命上齐天。秦后徒闻乐，周王耻卜年。玉京移大像，金箓会群仙。承露调天供，临空敞御筵。斗回迎寿酒，山近起炉烟。愿奉无为化，斋心学自然。,斗回迎寿酒，山近起炉烟。,"Generate an image with a vibrant color palette and an ancient Chinese setting. The picture should depict a festive scene with a table adorned with colorful dishes and a wine jug. The table should be positioned in the foreground, with the wine jug placed prominently in the center. Surrounding the table, there should be a group of people, dressed in traditional Chinese attire, raising their glasses in celebration. The background should showcase a picturesque mountain range, with wisps of smoke rising from a nearby furnace. The scene should evoke a sense of joy and anticipation. Ensure that the generated image does not contain any text or watermarks."
223,奉和圣制与太子诸王三月三日龙池春禊应制,王维,故事修春禊，新宫展豫游。明君移凤辇，太子出龙楼。赋掩陈王作，杯如洛水流。金人来捧剑，画鹢去回舟。苑树浮宫阙，天池照冕旒。宸章在云表，垂象满皇州。,苑树浮宫阙，天池照冕旒。,"Create a serene image with ancient Chinese elements. The picture should depict a garden with floating palace-like structures. The trees in the garden should be lush and green, while the palace structures should be painted in a vibrant red color. The palace structures should be positioned in the middle of a tranquil pond, reflecting their grandeur. The background should be a picturesque landscape with rolling hills, adorned with cherry blossom trees in full bloom. The scene should be set during sunset, with the sky painted in hues of orange and purple. Ensure that there are no texts or watermarks in the generated image."
224,奉和圣制上巳于望春亭观禊饮应制,王维,长乐青门外，宜春小苑东。楼开万井上，辇过百花中。画鹢移仙妓，金貂列上公。清歌邀落日，妙舞向春风。渭水明秦甸，黄山入汉宫。君王来祓禊，灞浐亦朝宗。,君王来祓禊，灞浐亦朝宗。,"Create a serene image with an ancient Chinese aesthetic. The picture should depict a tranquil river scene with a majestic king performing a purification ritual. The king, dressed in vibrant royal robes of deep crimson, stands at the edge of the river, holding a ceremonial staff. The river, the color of shimmering jade, flows gently beneath a graceful stone bridge adorned with intricate carvings. On the riverbank, a cluster of willow trees with emerald green leaves sway in the breeze. In the distance, a traditional Chinese pavilion with a curved, tiled roof can be seen, nestled among lush mountains painted in shades of misty blue. The background should be a soft, pastel-colored sky, transitioning from a pale pink at the horizon to a light blue overhead. The image should exude a sense of tranquility and ancient grandeur. There should be no text or watermark in the generated image."
225,奉和圣制暮春送朝集使归郡应制,王维,万国仰宗周，衣冠拜冕旒。玉乘迎大客，金节送诸侯。祖席倾三省，褰帷向九州。杨花飞上路，槐色荫通沟。来预钧天乐，归分汉主忧。宸章类河汉，垂象满中州。,杨花飞上路，槐色荫通沟。,"Create a serene image with a Chinese ancient style. The picture should depict a scene with flying willow flowers (杨花) in the foreground, filling the air. The willow flowers should be white, delicate, and scattered across the image. In the middle ground, there should be a canal (沟) with clear water, reflecting the shade of the pagoda trees (槐色) that line its banks. The pagoda trees should have lush green leaves and be positioned on both sides of the canal, creating a natural canopy. The background should showcase a distant landscape with rolling hills, painted in soft shades of blue and green, evoking a sense of tranquility. The overall atmosphere should be peaceful and nostalgic, capturing the emotions of the poem. Ensure that there are no text or watermarks in the generated image."
226,三月三日曲江侍宴应制,王维,万乘亲斋祭，千官喜豫游。奉迎从上苑，祓禊向中流。草树连容卫，山河对冕旒。画旗摇浦溆，春服满汀洲。仙籞龙媒下，神皋凤跸留。从今亿万岁，天宝纪春秋。,草树连容卫，山河对冕旒。,"Generate an image with no text or watermark. The picture should depict a serene scene in ancient China. In the foreground, there are lush green trees and grass, symbolizing vitality and growth. The trees should be positioned on the left side of the image, while the grass covers the entire bottom half. In the middle ground, there is a majestic mountain range, representing strength and stability. The mountains should be placed in the center of the image, with their peaks reaching towards the sky. In the background, there is a flowing river, symbolizing the passage of time and continuity. The river should be positioned on the right side of the image, winding its way through the landscape. The color palette should consist of soft, earthy tones, with shades of green for the trees and grass, and shades of blue for the mountains and river. The overall atmosphere should be peaceful and harmonious, evoking a sense of tranquility and connection with nature."
227,奉和圣制重阳节宰臣及群官上寿应制,王维,四海方无事，三秋大有年。百生无此日，万寿愿齐天。芍药和金鼎，茱萸插玳筵。玉堂开右个，天乐动宫悬。御柳疏秋景，城鸦拂曙烟。无穷菊花节，长奉柏梁篇。,御柳疏秋景，城鸦拂曙烟。,"Create a serene image with a Chinese poem. Generate an image with a willow tree (color: green) standing sparsely in the foreground. In the middle ground, depict a city with crows (color: black) flying through the hazy morning mist. The background should showcase an ancient Chinese-style landscape with mountains, rivers, and traditional buildings. Ensure that there is no text or watermark in the generated image."
228,三月三日勤政楼侍宴应制,王维,彩仗连宵合，琼楼拂曙通。年光三月里，宫殿百花中。不数秦王日，谁将洛水同。酒筵嫌落絮，舞袖怯春风。天保无为德，人欢不战功。仍临九衢宴，更达四门聪。,彩仗连宵合，琼楼拂曙通。,"Create a serene image with an ancient Chinese aesthetic. The picture should feature colorful processional flags (彩仗) arranged in a row, extending from left to right. The flags should be vibrant and eye-catching, with hues of red, yellow, blue, and green. They should be positioned diagonally across the image, creating a dynamic composition.

In the background, there should be a majestic jade-colored tower (琼楼) standing tall against the backdrop of a tranquil dawn. The tower should be intricately designed with traditional Chinese architectural elements, such as upturned eaves and delicate carvings. The scene should evoke a sense of tranquility and grandeur, with soft rays of sunlight gently illuminating the surroundings.

Ensure that the generated image does not contain any text or watermarks, allowing the viewer to fully immerse themselves in the beauty of the ancient Chinese setting."
229,奉和圣制十五夜然灯继以酺宴应制,王维,上路笙歌满，春城漏刻长。游人多昼日，明月让灯光。鱼钥通翔凤，龙舆出建章。九衢陈广乐，百福透名香。仙伎来金殿，都人绕玉堂。定应偷妙舞，从此学新妆。奉引迎三事，司仪列万方。愿将天地寿，同以献君王。,上路笙歌满，春城漏刻长。,"Create an image with a serene background in ancient Chinese style. The foreground should depict a vibrant scene with a colorful procession of musicians playing the sheng (a traditional Chinese wind instrument). The musicians should be positioned in the center of the image, surrounded by blossoming cherry trees. The cherry blossoms should be in full bloom, with delicate pink petals falling gently to the ground. The background should be a picturesque landscape, featuring rolling hills, a meandering river, and a distant mountain range. The colors should be soft and muted, with shades of green, blue, and gray dominating the scene. Ensure that there are no text or watermarks in the generated image."
230,奉和圣制幸玉真公主山庄因题石壁十韵之作应制,王维,碧落风烟外，瑶台道路赊。如何连帝苑，别自有仙家。此地回鸾驾，缘溪转翠华。洞中开日月，窗里发云霞。庭养冲天鹤，溪流上汉查。种田生白玉，泥灶化丹砂。谷静泉逾响，山深日易斜。御羹和石髓，香饭进胡麻。大道今无外，长生讵有涯。还瞻九霄上，来往五云车。,洞中开日月，窗里发云霞。,"Generate an image with a serene and ancient Chinese style. The picture should depict a cave with a window. In the center of the cave, there is a window through which the sun and moon are shining, symbolizing the passage of time. The colors of the sun and moon should be bright and radiant, with the sun being a warm golden color and the moon a soft silver hue. The window should be positioned slightly to the right side of the image, allowing the sun and moon to shine through. The cave walls should be made of ancient stones, with moss growing on them, giving a sense of age and tranquility. The background should be a picturesque landscape, with rolling hills, lush green trees, and a calm river flowing in the distance. The overall color scheme should be warm and earthy, with shades of green, brown, and hints of gold. Ensure that there are no texts or watermarks in the generated image."
